area_sqm,rooms,bathrooms,floor,property_age,latitude,longitude,district,price
153.6,3,2,7,13,30.055381,31.348206,Nasr City,2200000
382.6,8,5,16,0,29.985143,30.956286,Sheikh Zayed,9835000
333.0,8,5,13,2,30.097178,31.33831,Heliopolis,9158000
92.3,2,1,8,1,30.086924,31.35747,Heliopolis,1957000
359.5,8,5,11,3,30.02589,31.488609,New Cairo,8785000
360.8,8,5,5,34,30.098679,31.359201,Heliopolis,3962000
379.9,8,5,7,8,30.091879,31.350079,Heliopolis,8094000
191.1,4,3,2,9,30.051657,31.357695,Nasr City,2448000
116.9,2,2,5,21,30.109033,31.343192,Heliopolis,1655000
274.4,6,5,10,4,30.06066,31.34696,Nasr City,4110000
391.6,8,5,18,6,30.10594,31.334648,Heliopolis,10670000
300.3,8,5,5,9,30.065611,31.206072,Mohandeseen,6673000
272.2,6,5,17,8,30.109527,31.341871,Heliopolis,5765000
215.9,6,5,18,16,30.075541,31.227244,Zamalek,10478000
75.3,1,1,17,21,30.068808,31.200316,Mohandeseen,912000
227.5,6,5,7,1,30.055994,31.232465,Downtown,9491000
214.4,6,5,8,3,30.069029,31.20351,Mohandeseen,7003000
355.7,8,5,7,40,30.074832,31.215588,Zamalek,11025000
254.1,6,5,3,3,30.053657,31.216514,Mohandeseen,6455000
250.0,6,5,14,4,30.108167,31.35682,Heliopolis,5996000
249.3,7,5,5,2,30.020183,31.42205,New Cairo,5232000
260.2,7,5,10,23,30.062547,31.215005,Mohandeseen,4924000
150.2,4,4,17,5,30.057113,31.35794,Nasr City,2499000
141.0,4,4,5,9,29.972817,31.254635,Maadi,2840000
318.5,8,5,7,41,30.067516,31.224162,Zamalek,10266000
129.5,3,2,19,14,30.077318,31.340394,Nasr City,1719000
102.0,3,2,1,28,30.068568,31.219928,Mohandeseen,1366000
140.7,3,3,13,1,30.09825,31.338431,Heliopolis,3400000
296.5,8,5,19,20,30.053765,31.350911,Nasr City,4872000
343.9,8,5,18,5,30.002483,30.954489,Sheikh Zayed,7791000
323.6,8,5,17,6,30.088813,31.331245,Heliopolis,9985000
290.7,7,5,6,44,30.076546,31.349563,Nasr City,2941000
370.4,8,5,17,18,30.072454,31.229802,Zamalek,14333000
166.5,5,4,18,71,30.09623,31.359545,Heliopolis,1874000
186.7,6,5,9,4,30.101304,31.338188,Heliopolis,3898000
230.5,5,4,10,35,30.06295,31.205461,Mohandeseen,2419000
367.5,8,5,16,23,29.963872,31.275949,Maadi,8184000
360.8,8,5,4,5,30.063821,31.205433,Mohandeseen,8282000
308.1,8,5,17,25,30.043467,31.239716,Downtown,8737000
162.0,4,3,5,6,30.060905,31.214358,Zamalek,5694000
283.9,8,5,3,12,30.063141,31.217968,Mohandeseen,5142000
88.1,2,1,5,1,30.041513,31.237231,Downtown,2111000
393.4,8,5,16,22,29.970991,31.268508,Maadi,7786000
118.7,3,3,9,0,30.065641,31.204801,Mohandeseen,3110000
77.1,1,1,1,9,30.06453,31.222279,Zamalek,2394000
365.2,8,5,6,33,30.073818,31.326332,Nasr City,2624000
171.6,4,4,6,9,30.049643,31.246818,Downtown,4267000
256.0,7,5,17,4,29.986127,30.921341,Sheikh Zayed,5442000
377.5,8,5,2,0,29.994268,30.95262,Sheikh Zayed,8610000
172.9,5,4,13,3,30.064783,31.220246,Zamalek,7387000
379.1,8,5,3,6,30.061013,31.208064,Mohandeseen,9968000
209.0,6,5,1,8,30.002501,30.962533,Sheikh Zayed,3787000
283.8,6,5,4,12,30.080875,31.357217,Heliopolis,4858000
359.0,8,5,8,10,30.101945,31.358744,Heliopolis,7318000
344.4,8,5,19,7,29.989498,30.942856,Sheikh Zayed,8559000
290.3,7,5,2,26,30.062929,31.226659,Zamalek,7477000
380.7,8,5,4,21,30.065014,31.337351,Nasr City,4555000
164.9,4,3,3,26,30.054257,31.243934,Downtown,2365000
194.4,5,5,6,8,30.052648,31.207645,Mohandeseen,3966000
68.8,2,2,14,17,30.062408,31.228771,Zamalek,2898000
82.3,3,3,15,10,30.068339,31.215526,Mohandeseen,1953000
317.5,8,5,14,7,30.052005,31.200332,Mohandeseen,8260000
114.3,3,2,3,4,30.074905,31.35793,Nasr City,1249000
355.3,8,5,18,0,30.051182,31.342958,Nasr City,6729000
351.7,8,5,6,22,30.066274,31.214957,Zamalek,10609000
391.1,8,5,15,4,30.027127,31.437472,New Cairo,10899000
126.1,2,2,11,24,30.05673,31.329043,Nasr City,1166000
273.0,6,5,16,6,29.999884,30.989651,Sheikh Zayed,5619000
210.3,5,4,15,11,29.984841,30.96576,Sheikh Zayed,4507000
246.1,7,5,4,7,30.003767,31.417129,New Cairo,4843000
71.8,2,2,2,3,30.069245,31.330393,Nasr City,753000
280.4,8,5,9,11,29.953168,31.251359,Maadi,5881000
310.9,7,5,4,4,30.051625,31.219852,Mohandeseen,8736000
276.9,8,5,2,8,29.993393,30.969502,Sheikh Zayed,6428000
251.8,7,5,7,40,30.100673,31.354698,Heliopolis,3588000
238.0,5,5,1,10,30.0639,31.223042,Zamalek,8600000
320.2,8,5,4,1,29.983779,30.998332,Sheikh Zayed,7851000
111.6,4,3,2,21,30.000162,31.400135,New Cairo,1383000
153.8,4,4,10,17,30.007,31.462533,New Cairo,2049000
281.1,6,5,18,0,30.002025,30.947305,Sheikh Zayed,7965000
262.0,6,5,12,0,30.072455,31.226135,Zamalek,13543000
205.0,5,4,2,16,30.079306,31.211008,Zamalek,7483000
261.3,6,5,10,11,30.025195,31.412749,New Cairo,4926000
108.7,3,2,14,23,30.079832,31.344219,Nasr City,1191000
290.0,8,5,6,5,30.080033,31.338159,Heliopolis,7160000
103.4,2,1,6,17,30.107081,31.355118,Heliopolis,1266000
176.5,4,3,17,26,30.007552,30.971983,Sheikh Zayed,2473000
158.0,4,4,1,0,30.089682,31.346631,Heliopolis,2698000
64.4,2,1,13,47,30.066972,31.340578,Nasr City,493000
286.5,8,5,8,1,30.059448,31.323866,Nasr City,4591000
342.1,8,5,16,81,29.967481,31.274374,Maadi,4518000
226.3,6,5,16,2,30.052648,31.232567,Downtown,7571000
100.7,3,2,9,24,29.962778,31.279841,Maadi,1458000
68.7,1,1,15,14,30.005499,30.9357,Sheikh Zayed,1050000
247.4,6,5,11,4,30.023145,31.46519,New Cairo,4647000
276.8,8,5,2,10,29.970679,31.257569,Maadi,5695000
282.0,6,5,8,11,30.054071,31.355745,Nasr City,3603000
369.9,8,5,16,0,29.972996,31.271063,Maadi,13019000
388.6,8,5,17,16,30.046145,31.2374,Downtown,15075000
258.7,7,5,19,1,30.063321,31.211222,Zamalek,15846000
399.2,8,5,13,1,30.026498,31.441483,New Cairo,11497000
215.5,5,4,10,19,30.084061,31.335929,Heliopolis,3130000
222.3,6,5,18,7,30.066762,31.212536,Zamalek,9840000
270.8,7,5,1,0,30.047273,31.231972,Downtown,8260000
177.5,5,4,11,12,30.107241,31.341889,Heliopolis,3150000
355.8,8,5,17,11,30.056382,31.209398,Mohandeseen,9804000
341.7,8,5,2,14,30.056573,31.245669,Downtown,9338000
169.9,5,4,13,7,30.052067,31.246034,Downtown,5443000
235.5,6,5,10,9,29.97429,31.278516,Maadi,4852000
267.5,6,5,18,13,30.068048,31.207664,Mohandeseen,6689000
367.9,8,5,11,26,29.99764,30.948248,Sheikh Zayed,5867000
378.0,8,5,16,30,30.004939,31.441512,New Cairo,6240000
272.7,7,5,5,13,29.972911,31.265702,Maadi,5887000
272.6,6,5,19,20,30.054883,31.21196,Mohandeseen,5455000
195.2,5,5,3,7,30.025174,31.414533,New Cairo,2916000
248.1,6,5,16,3,29.987743,30.929083,Sheikh Zayed,6012000
93.3,1,1,17,15,30.050912,31.218919,Mohandeseen,1733000
378.6,8,5,14,10,30.044917,31.237163,Downtown,14706000
294.8,8,5,18,39,29.952734,31.258577,Maadi,4149000
278.2,7,5,9,8,30.00072,31.433537,New Cairo,5743000
396.1,8,5,8,11,30.078895,31.32459,Nasr City,5062000
120.9,4,3,10,11,30.014253,31.492243,New Cairo,1990000
208.6,5,5,11,27,30.056498,31.213746,Mohandeseen,4447000
392.6,8,5,19,6,29.971926,31.2626,Maadi,11289000
186.5,5,4,17,47,29.976704,31.269568,Maadi,3198000
236.7,7,5,16,21,30.079822,31.320443,Nasr City,3036000
382.8,8,5,9,3,30.057109,31.213384,Mohandeseen,7680000
379.1,8,5,1,16,30.055964,31.3326,Nasr City,4298000
131.4,4,3,19,6,30.023406,31.456389,New Cairo,3010000
200.2,4,3,16,2,29.993216,30.945384,Sheikh Zayed,3928000
202.5,5,5,2,5,30.050194,31.33985,Nasr City,3009000
168.4,3,3,3,0,29.980928,30.977153,Sheikh Zayed,2672000
198.5,5,4,1,3,30.000677,31.486166,New Cairo,3710000
273.2,7,5,16,5,30.065115,31.216548,Zamalek,14918000
151.4,3,3,18,5,30.051103,31.24176,Downtown,6152000
120.3,3,2,18,4,30.092009,31.354356,Heliopolis,2342000
191.7,6,5,9,5,30.05532,31.206656,Mohandeseen,6089000
252.0,7,5,13,0,30.002078,30.936672,Sheikh Zayed,6725000
359.1,8,5,9,2,30.040019,31.248064,Downtown,10452000
317.7,8,5,7,56,30.019368,31.493454,New Cairo,3083000
187.1,5,5,18,5,30.051634,31.327298,Nasr City,3219000
130.3,3,2,3,8,30.019357,31.474521,New Cairo,2026000
195.4,4,3,15,38,29.974362,31.274756,Maadi,2325000
347.7,8,5,4,7,29.960177,31.251873,Maadi,8856000
150.9,4,3,16,24,30.06751,31.206049,Mohandeseen,2614000
93.2,3,2,17,16,30.086938,31.337307,Heliopolis,1780000
166.1,5,4,14,8,30.052528,31.347306,Nasr City,2460000
351.9,8,5,8,16,30.057569,31.354922,Nasr City,5242000
164.4,5,5,16,28,30.061502,31.326731,Nasr City,1774000
196.6,5,5,17,9,30.076574,31.226591,Zamalek,10525000
377.5,8,5,16,17,30.010889,31.487928,New Cairo,6742000
164.1,4,4,6,6,30.07725,31.214661,Zamalek,6696000
144.6,4,4,2,22,30.057862,31.202785,Mohandeseen,2223000
79.1,1,1,2,2,30.049252,31.230665,Downtown,1835000
232.6,5,4,2,1,30.099894,31.347861,Heliopolis,3743000
338.0,8,5,17,2,29.988306,30.923685,Sheikh Zayed,7179000
234.4,6,5,17,81,30.013058,31.492069,New Cairo,2672000
222.8,6,5,9,12,30.095389,31.338442,Heliopolis,4314000
117.1,2,1,1,19,30.078576,31.218611,Zamalek,3001000
84.8,3,3,10,1,30.060712,31.229887,Zamalek,3223000
139.1,4,3,17,7,30.104072,31.340237,Heliopolis,3833000
358.3,8,5,19,0,30.070699,31.210754,Zamalek,20863000
224.3,7,5,6,4,30.060768,31.219843,Mohandeseen,5213000
170.8,5,4,19,0,29.977124,31.252059,Maadi,5642000
164.7,4,3,15,3,30.092845,31.331843,Heliopolis,3540000
357.8,8,5,19,6,29.983204,30.996272,Sheikh Zayed,7947000
301.0,8,5,14,16,30.105329,31.357474,Heliopolis,5707000
84.0,3,3,1,25,30.050893,31.231557,Downtown,1573000
222.0,6,5,12,8,29.964486,31.256369,Maadi,5018000
362.0,8,5,12,5,29.961312,31.2618,Maadi,9718000
211.5,5,4,10,3,30.063416,31.353193,Nasr City,2939000
113.0,3,2,19,7,30.04827,31.230796,Downtown,4438000
131.4,3,3,1,0,30.063582,31.217844,Zamalek,4689000
270.9,7,5,3,14,30.05384,31.20292,Mohandeseen,5855000
240.6,7,5,18,38,30.056406,31.241237,Downtown,5444000
110.5,3,2,17,8,30.079355,31.223155,Zamalek,4913000
278.6,7,5,15,21,29.97138,31.255795,Maadi,4107000
97.4,3,3,1,28,30.064506,31.207208,Mohandeseen,876000
191.5,4,3,14,5,29.982693,30.992866,Sheikh Zayed,3987000
336.2,8,5,18,50,30.056174,31.349663,Nasr City,3474000
210.9,5,4,13,31,30.001866,30.944117,Sheikh Zayed,2211000
318.3,8,5,15,31,30.051488,31.330283,Nasr City,3631000
133.6,4,3,14,48,30.058897,31.209781,Mohandeseen,2039000
161.7,4,3,3,8,30.056969,31.237265,Downtown,4022000
329.0,8,5,14,11,30.001232,31.474483,New Cairo,6553000
289.1,7,5,7,6,30.069042,31.327457,Nasr City,4476000
134.5,3,2,7,9,30.040537,31.23761,Downtown,3514000
385.4,8,5,17,34,30.070501,31.224146,Zamalek,10385000
291.4,8,5,16,0,30.081178,31.359319,Heliopolis,9269000
107.0,3,2,14,13,30.071938,31.35079,Nasr City,1191000
202.2,5,4,14,1,30.026922,31.411938,New Cairo,4930000
170.8,4,3,16,13,30.05621,31.354056,Nasr City,2238000
324.1,8,5,15,8,29.984965,30.976528,Sheikh Zayed,9733000
157.4,4,3,11,18,30.007858,30.979099,Sheikh Zayed,2636000
384.1,8,5,6,11,30.055178,31.201057,Mohandeseen,8658000
335.9,8,5,4,2,30.071223,31.348471,Nasr City,5729000
389.7,8,5,12,21,30.051834,31.23384,Downtown,12199000
144.6,3,2,11,2,30.06456,31.216263,Mohandeseen,4244000
123.2,2,1,14,29,30.102499,31.354154,Heliopolis,1470000
171.5,5,4,12,5,30.057044,31.230819,Downtown,6240000
248.0,7,5,19,1,30.079174,31.34072,Nasr City,4227000
221.6,6,5,12,4,30.085849,31.345147,Heliopolis,5644000
188.5,6,5,11,23,30.012069,31.442495,New Cairo,3191000
208.9,6,5,15,8,30.050798,31.208982,Mohandeseen,5193000
177.7,5,4,8,1,30.067336,31.21199,Zamalek,9740000
348.4,8,5,19,3,30.007956,31.416976,New Cairo,9815000
374.4,8,5,18,36,30.018311,31.454641,New Cairo,4506000
235.2,5,5,12,35,30.074869,31.220657,Zamalek,5003000
265.1,6,5,7,40,29.99727,30.930089,Sheikh Zayed,3410000
114.6,3,3,10,19,30.088147,31.339486,Heliopolis,1850000
128.6,4,3,3,5,30.053681,31.215129,Mohandeseen,2262000
381.0,8,5,16,4,30.068857,31.226945,Zamalek,21136000
104.3,2,2,4,27,30.004257,30.945432,Sheikh Zayed,743000
191.9,5,5,2,41,30.022543,31.494133,New Cairo,1751000
336.4,8,5,4,14,30.086455,31.348824,Heliopolis,5686000
156.1,4,3,18,0,30.060164,31.336206,Nasr City,2257000
332.6,8,5,18,20,30.070851,31.223072,Zamalek,15521000
266.8,7,5,10,38,29.986912,30.94314,Sheikh Zayed,2600000
117.1,3,2,3,12,30.053481,31.230333,Downtown,3026000
298.4,7,5,2,40,30.003932,31.479739,New Cairo,2699000
185.2,6,5,11,10,30.068199,31.214345,Mohandeseen,5349000
210.8,6,5,12,9,30.065139,31.213782,Mohandeseen,5667000
353.4,8,5,12,11,30.068343,31.227555,Zamalek,17701000
81.1,3,2,5,7,29.995083,30.987156,Sheikh Zayed,1265000
163.7,3,2,4,5,29.973401,31.264149,Maadi,2869000
187.8,5,5,10,9,30.009877,31.405248,New Cairo,3166000
216.5,6,5,19,11,30.062493,31.229228,Zamalek,12086000
67.4,2,2,8,8,30.040542,31.24567,Downtown,1855000
98.1,3,2,11,11,30.04954,31.237784,Downtown,2969000
79.5,3,2,6,4,30.069177,31.202856,Mohandeseen,1427000
170.3,5,5,1,100,30.061099,31.221571,Zamalek,3703000
85.3,1,1,16,43,30.056698,31.211417,Mohandeseen,703000
330.0,8,5,19,17,30.061404,31.212204,Mohandeseen,8854000
295.6,8,5,18,5,30.066147,31.341333,Nasr City,5501000
93.0,1,1,5,0,30.02535,31.405905,New Cairo,1367000
235.2,7,5,18,6,30.003165,30.933637,Sheikh Zayed,5613000
364.5,8,5,15,0,30.046717,31.240277,Downtown,14292000
141.0,3,3,10,4,30.000273,31.46483,New Cairo,2835000
234.4,7,5,18,15,30.026176,31.424415,New Cairo,5065000
186.5,4,3,9,30,30.06488,31.229335,Zamalek,4609000
247.1,6,5,4,27,29.95969,31.27667,Maadi,3291000
153.0,4,3,4,25,30.052779,31.214946,Mohandeseen,2177000
226.9,5,4,10,5,30.069498,31.208222,Mohandeseen,7248000
327.4,8,5,19,14,30.061772,31.223537,Zamalek,13294000
227.3,7,5,2,27,30.050911,31.353753,Nasr City,1734000
290.2,6,5,12,9,30.056603,31.330159,Nasr City,4370000
102.7,2,2,6,21,30.074448,31.210148,Zamalek,2380000
392.0,8,5,4,4,30.052041,31.332676,Nasr City,6230000
151.0,4,4,4,20,30.050252,31.21289,Mohandeseen,2344000
298.5,6,5,2,5,30.053868,31.245325,Downtown,7932000
106.6,3,2,12,19,30.063858,31.219747,Mohandeseen,2147000
240.7,6,5,8,8,30.017079,31.400208,New Cairo,3810000
173.5,4,4,10,14,30.095562,31.331535,Heliopolis,3058000
376.1,8,5,2,4,30.06928,31.212666,Zamalek,13553000
214.7,5,5,14,22,30.056159,31.245355,Downtown,5489000
229.8,6,5,18,11,29.981031,30.971117,Sheikh Zayed,4515000
354.5,8,5,10,4,29.99296,30.999924,Sheikh Zayed,8037000
109.5,3,2,13,9,30.053201,31.345982,Nasr City,1468000
103.9,3,3,13,0,29.987724,30.930853,Sheikh Zayed,2018000
339.2,8,5,16,1,30.064718,31.205502,Mohandeseen,9495000
118.0,3,2,3,23,29.998087,30.972338,Sheikh Zayed,1300000
391.7,8,5,15,15,30.06942,31.325134,Nasr City,5128000
146.7,4,4,6,13,30.054253,31.20194,Mohandeseen,2959000
78.7,2,1,6,39,30.072822,31.216233,Zamalek,1420000
376.7,8,5,17,59,30.069854,31.352676,Nasr City,4332000
151.2,3,2,15,15,30.050796,31.211954,Mohandeseen,3600000
303.4,8,5,11,1,30.020123,31.482126,New Cairo,6712000
378.8,8,5,7,3,30.053056,31.356445,Nasr City,5265000
68.5,2,1,14,8,30.056848,31.21093,Mohandeseen,1580000
307.3,8,5,5,0,29.997634,30.987228,Sheikh Zayed,6762000
238.7,5,5,14,95,30.096241,31.338522,Heliopolis,2402000
257.5,7,5,10,3,30.010574,31.412611,New Cairo,5265000
164.0,5,5,1,1,30.065385,31.333732,Nasr City,2542000
270.2,7,5,18,26,30.061124,31.22495,Zamalek,7870000
383.1,8,5,17,8,30.05066,31.219079,Mohandeseen,12635000
119.8,2,1,13,36,30.054234,31.202885,Mohandeseen,1395000
391.9,8,5,16,21,29.957601,31.276852,Maadi,6422000
316.6,8,5,5,7,30.059682,31.235845,Downtown,11262000
368.1,8,5,7,37,30.055314,31.217916,Mohandeseen,5647000
268.7,6,5,18,17,30.043805,31.240418,Downtown,7439000
124.0,3,2,4,2,30.00314,31.442294,New Cairo,1943000
213.8,6,5,4,2,30.077712,31.352859,Nasr City,3358000
102.4,2,1,4,17,30.072575,31.215322,Zamalek,2865000
233.6,5,5,14,6,30.085503,31.330205,Heliopolis,4968000
393.2,8,5,15,32,30.058251,31.328945,Nasr City,4288000
274.4,7,5,12,5,30.022864,31.493618,New Cairo,6128000
379.8,8,5,9,14,30.069482,31.227514,Zamalek,15243000
304.6,7,5,4,14,30.054383,31.35292,Nasr City,3428000
378.0,8,5,10,1,30.080507,31.357287,Heliopolis,10812000
333.9,8,5,14,17,30.044736,31.231679,Downtown,9640000
330.3,8,5,13,50,30.063275,31.215988,Zamalek,9145000
129.3,3,3,2,59,29.968891,31.262485,Maadi,1195000
368.1,8,5,9,0,29.984309,30.972636,Sheikh Zayed,9984000
228.9,6,5,10,18,30.101956,31.335219,Heliopolis,4432000
316.0,8,5,6,13,30.045997,31.230688,Downtown,10331000
330.8,8,5,12,7,30.068129,31.345201,Nasr City,5976000
112.5,3,2,14,15,30.065543,31.218994,Zamalek,3596000
232.1,5,5,19,28,30.075914,31.336271,Nasr City,2414000
66.5,2,2,8,14,30.058706,31.210503,Mohandeseen,1312000
304.1,7,5,1,3,30.024394,31.458843,New Cairo,5047000
179.6,4,4,5,12,30.017929,31.473893,New Cairo,2686000
225.9,5,4,16,18,30.050148,31.23883,Downtown,5903000
252.4,7,5,18,8,30.054374,31.241725,Downtown,7862000
134.0,3,2,6,10,30.068698,31.212742,Mohandeseen,2668000
104.0,2,1,13,9,29.955449,31.259072,Maadi,2029000
375.0,8,5,3,10,30.041684,31.249692,Downtown,10130000
182.0,5,5,3,8,30.059193,31.358489,Nasr City,2474000
268.9,8,5,9,6,30.007449,31.498801,New Cairo,5617000
241.3,7,5,14,28,29.969058,31.251247,Maadi,3644000
176.1,4,4,2,17,30.104763,31.334398,Heliopolis,2469000
281.0,8,5,1,1,29.968993,31.276971,Maadi,5844000
196.1,6,5,12,9,30.057951,31.248155,Downtown,6556000
176.1,4,4,12,3,30.096261,31.359046,Heliopolis,4028000
242.8,6,5,14,0,30.079207,31.210892,Zamalek,11036000
147.6,4,4,3,0,30.061987,31.206833,Mohandeseen,3796000
292.7,7,5,6,5,30.024577,31.453653,New Cairo,6078000
356.6,8,5,19,15,30.002876,30.966794,Sheikh Zayed,8208000
230.6,6,5,1,2,30.016407,31.454625,New Cairo,3663000
148.6,3,2,7,49,30.078351,31.225291,Zamalek,3075000
304.8,7,5,18,17,30.082899,31.338225,Heliopolis,5929000
302.6,8,5,18,30,30.097807,31.333813,Heliopolis,4292000
214.1,6,5,17,1,30.063833,31.219491,Zamalek,11509000
383.1,8,5,19,23,29.960229,31.274164,Maadi,7672000
197.2,5,5,17,37,30.10725,31.348137,Heliopolis,2533000
173.6,4,3,11,5,30.063377,31.219213,Zamalek,7982000
87.9,2,2,18,5,30.088343,31.335533,Heliopolis,1440000
215.6,6,5,9,18,30.050634,31.336757,Nasr City,2458000
381.4,8,5,15,9,30.056366,31.243667,Downtown,15871000
179.9,5,4,10,4,30.060384,31.204687,Mohandeseen,5549000
373.9,8,5,5,18,29.969767,31.279674,Maadi,7496000
307.7,8,5,3,7,30.025115,31.486529,New Cairo,6730000
111.4,2,2,5,21,29.96619,31.252325,Maadi,1635000
271.0,7,5,18,1,30.076989,31.220657,Zamalek,16612000
357.8,8,5,18,0,30.092109,31.359807,Heliopolis,10725000
257.1,7,5,7,0,29.95562,31.250974,Maadi,7284000
286.3,7,5,12,0,29.971898,31.276662,Maadi,8897000
226.2,5,5,3,0,30.004265,31.405283,New Cairo,3871000
114.2,4,3,3,32,29.96715,31.25995,Maadi,1269000
261.8,6,5,14,0,30.066054,31.215761,Mohandeseen,7324000
91.5,1,1,2,131,30.060044,31.222773,Zamalek,1503000
142.8,4,4,11,1,30.101098,31.342076,Heliopolis,3297000
320.9,8,5,18,5,29.973668,31.270454,Maadi,10167000
101.9,2,2,4,22,30.074095,31.326137,Nasr City,739000
325.4,8,5,7,6,30.042116,31.242564,Downtown,9061000
385.0,8,5,16,10,30.069866,31.210079,Zamalek,13957000
346.7,8,5,8,30,30.077879,31.228396,Zamalek,10094000
135.2,4,4,16,8,30.055076,31.327501,Nasr City,2311000
174.7,3,3,4,11,30.062392,31.21327,Mohandeseen,3363000
396.9,8,5,3,3,30.059241,31.218061,Mohandeseen,11351000
179.0,5,4,1,27,29.978848,31.273252,Maadi,2171000
184.0,5,4,8,24,30.065267,31.322498,Nasr City,1657000
355.0,8,5,10,9,30.084284,31.341683,Heliopolis,6090000
304.1,8,5,3,6,30.051665,31.214491,Mohandeseen,8573000
67.4,2,1,6,12,30.095117,31.330405,Heliopolis,965000
238.8,7,5,1,11,30.073415,31.215389,Zamalek,9204000
251.1,6,5,10,17,30.001233,30.948799,Sheikh Zayed,4234000
182.2,4,3,9,45,30.012261,31.446668,New Cairo,1840000
203.3,4,3,8,8,30.065249,31.218006,Mohandeseen,5542000
144.1,4,4,6,26,30.012531,31.407309,New Cairo,1936000
119.6,2,2,7,38,29.979053,31.266217,Maadi,1335000
372.7,8,5,4,28,30.05812,31.240832,Downtown,6346000
181.3,4,4,1,26,30.01992,31.433837,New Cairo,2023000
266.2,7,5,13,18,30.097444,31.358433,Heliopolis,5536000
143.9,4,3,3,72,29.957983,31.274996,Maadi,1344000
90.0,2,2,1,17,30.079719,31.331116,Nasr City,616000
372.4,8,5,18,30,30.051195,31.217772,Mohandeseen,7223000
68.0,2,2,9,20,30.086248,31.336157,Heliopolis,926000
204.4,5,5,7,21,30.060102,31.219767,Mohandeseen,3578000
106.7,2,1,5,44,29.973005,31.258049,Maadi,1258000
145.7,4,4,6,12,29.966581,31.253442,Maadi,2857000
357.2,8,5,8,19,29.950975,31.267858,Maadi,7342000
206.5,5,4,2,0,30.08284,31.330986,Heliopolis,4219000
368.3,8,5,3,3,30.063704,31.219638,Mohandeseen,10513000
151.1,4,3,13,11,29.952117,31.278021,Maadi,3280000
306.9,7,5,6,23,30.016412,31.464995,New Cairo,4554000
239.6,5,5,3,9,30.098677,31.330301,Heliopolis,4999000
98.2,2,1,16,27,30.05491,31.331078,Nasr City,944000
134.0,4,4,7,3,30.065609,31.204024,Mohandeseen,3071000
394.4,8,5,12,16,30.045735,31.241192,Downtown,10784000
77.8,3,2,2,24,29.995254,30.938632,Sheikh Zayed,734000
314.1,7,5,11,20,29.998819,30.957736,Sheikh Zayed,5422000
399.5,8,5,7,6,30.005248,30.96437,Sheikh Zayed,8860000
99.3,2,1,7,38,30.076039,31.339987,Nasr City,690000
124.1,4,4,7,58,30.020891,31.467198,New Cairo,1128000
109.1,3,3,1,11,30.06757,31.32034,Nasr City,1282000
248.3,5,4,5,31,29.967809,31.268236,Maadi,3378000
256.2,6,5,6,17,30.071202,31.217729,Zamalek,10653000
213.8,5,5,14,18,30.027601,31.427068,New Cairo,2621000
374.7,8,5,1,36,30.026214,31.450182,New Cairo,2865000
76.7,1,1,14,5,29.991521,30.988352,Sheikh Zayed,1256000
192.7,6,5,12,38,30.067448,31.341339,Nasr City,1368000
236.8,6,5,11,25,29.976988,31.273458,Maadi,4476000
355.6,8,5,5,0,30.052037,31.21457,Mohandeseen,9543000
128.3,3,2,6,9,30.070817,31.226367,Zamalek,3911000
157.2,3,2,10,20,30.013143,31.481779,New Cairo,2268000
277.4,7,5,9,7,30.053554,31.234535,Downtown,9250000
228.2,6,5,11,7,29.976958,31.276888,Maadi,5911000
127.3,3,3,2,4,30.058359,31.205024,Mohandeseen,2746000
82.3,3,3,2,6,30.074251,31.335522,Nasr City,905000
172.9,5,4,1,2,30.010369,31.48077,New Cairo,3299000
74.2,3,3,13,14,29.995695,30.989958,Sheikh Zayed,1293000
165.2,5,4,7,5,29.970452,31.256234,Maadi,3833000
328.6,8,5,10,24,30.071238,31.224818,Zamalek,9806000
190.0,4,3,7,0,30.064544,31.218128,Zamalek,9703000
338.1,8,5,19,16,30.077098,31.323942,Nasr City,6039000
104.4,2,1,19,18,30.007309,31.44686,New Cairo,1392000
322.6,7,5,5,0,30.097252,31.353598,Heliopolis,7573000
334.5,8,5,11,40,30.066892,31.21322,Zamalek,8901000
301.0,7,5,2,2,30.022928,31.478997,New Cairo,6360000
398.2,8,5,15,74,30.068158,31.215748,Zamalek,12320000
236.2,6,5,12,8,30.075106,31.342893,Nasr City,3368000
81.9,3,2,14,11,30.068322,31.330572,Nasr City,1037000
98.4,3,2,16,2,30.012895,31.428726,New Cairo,1906000
260.0,6,5,7,12,30.071978,31.215488,Zamalek,12260000
357.4,8,5,14,28,30.016516,31.482589,New Cairo,4659000
294.0,7,5,16,3,30.042961,31.231974,Downtown,9351000
97.6,2,2,17,20,30.06279,31.333348,Nasr City,1240000
78.5,2,1,9,10,30.051641,31.341419,Nasr City,863000
352.2,8,5,12,11,30.079505,31.229315,Zamalek,17804000
236.0,5,5,8,40,30.06178,31.220231,Zamalek,5141000
378.0,8,5,15,1,30.100113,31.338665,Heliopolis,12901000
101.2,2,2,14,3,30.068326,31.218977,Zamalek,5166000
196.4,6,5,16,7,30.000695,30.968195,Sheikh Zayed,4466000
153.6,5,4,7,1,30.10727,31.358733,Heliopolis,2975000
139.5,3,3,13,5,30.066128,31.213046,Zamalek,5621000
270.8,6,5,9,9,30.053613,31.209713,Mohandeseen,5355000
150.3,4,4,10,5,30.06931,31.228864,Zamalek,5668000
284.2,7,5,18,27,30.075118,31.219668,Zamalek,9583000
